;;;Warm tapwater;12.52;GJ;;;;;;;;
;;;Kantoor;0.114258281;GJ/m2;;;;;;;;
;;;m2 kantoor;2083;m2;;;;;;;;
;;;Ruimteverwarming;9.5;GJ;;;;;;;;
;;;Aantal woningen;480;;;;;;;;;
;;;;;;;;;;;;;
Uren vh jaar;;Warm tapwater GJ;Ruimte-verwarming GJ;Totaal GJ;Totaal genormaliseerd;;Warm tapwater genormaliseerd;;Warm tapwater input;;Ruimteverwarming genormaliseerd;;Ruimteverwarming input
;;;;;;;;;;;;;
;;;;;;;;;;;;;
191;; 0.33 ; 0.97 ; 1.30 ; 0 ;; 0.00 ;;0.00001459;; 0.00 ;;0.00015434
192;; 0.17 ; 0.57 ; 0.74 ; 0 ;; 0.00 ;;0.00000742;; 0.00 ;;0.00009073
193;; 0.33 ; 0.43 ; 0.76 ; 0 ;; 0.00 ;;0.0000147;; 0.00 ;;0.00006770
194;; 0.40 ; 0.43 ; 0.83 ; 0 ;; 0.00 ;;0.00001754;; 0.00 ;;0.00006886
195;; 0.43 ; 0.48 ; 0.92 ; 0 ;; 0.00 ;;0.00001915;; 0.00 ;;0.00007693
196;; 0.47 ; 0.54 ; 1.01 ; 0 ;; 0.00 ;;0.0000209;; 0.00 ;;0.00008606
197;; 0.56 ; 0.66 ; 1.22 ; 0 ;; 0.00 ;;0.00002467;; 0.00 ;;0.00010446
198;; 0.75 ; 0.95 ; 1.69 ; 0 ;; 0.00 ;;0.0000331;; 0.00 ;;0.00014994
199;; 0.82 ; 1.49 ; 2.31 ; 0 ;; 0.00 ;;0.00003632;; 0.00 ;;0.00023664
200;; 1.11 ; 1.77 ; 2.88 ; 0 ;; 0.00 ;;0.00004907;; 0.00 ;;0.00028082
201;; 1.15 ; 1.81 ; 2.96 ; 0 ;; 0.00 ;;0.00005099;; 0.00 ;;0.00028693
202;; 1.13 ; 1.70 ; 2.83 ; 0 ;; 0.00 ;;0.00005011;; 0.00 ;;0.00026935
203;; 0.89 ; 1.53 ; 2.43 ; 0 ;; 0.00 ;;0.0000396;; 0.00 ;;0.00024281
204;; 0.81 ; 1.43 ; 2.24 ; 0 ;; 0.00 ;;0.00003594;; 0.00 ;;0.00022624
205;; 0.80 ; 1.36 ; 2.15 ; 0 ;; 0.00 ;;0.00003526;; 0.00 ;;0.00021533
206;; 0.64 ; 1.34 ; 1.98 ; 0 ;; 0.00 ;;0.00002845;; 0.00 ;;0.00021259
207;; 0.59 ; 1.39 ; 1.97 ; 0 ;; 0.00 ;;0.00002593;; 0.00 ;;0.00021998
208;; 0.61 ; 1.52 ; 2.13 ; 0 ;; 0.00 ;;0.00002714;; 0.00 ;;0.00024127
209;; 0.79 ; 1.70 ; 2.48 ; 0 ;; 0.00 ;;0.00003479;; 0.00 ;;0.00026936
210;; 1.08 ; 1.79 ; 2.87 ; 0 ;; 0.00 ;;0.00004784;; 0.00 ;;0.00028356
211;; 1.23 ; 1.70 ; 2.92 ; 0 ;; 0.00 ;;0.00005425;; 0.00 ;;0.00026904
212;; 1.10 ; 1.67 ; 2.77 ; 0 ;; 0.00 ;;0.00004889;; 0.00 ;;0.00026439
213;; 0.85 ; 1.55 ; 2.40 ; 0 ;; 0.00 ;;0.0000375;; 0.00 ;;0.00024572
214;; 0.70 ; 1.36 ; 2.06 ; 0 ;; 0.00 ;;0.00003111;; 0.00 ;;0.00021513
